Taxa	ABC_transporters	Arachidonic_acid_metabolism	Bacterial_chemotaxis	Bacterial_motility_proteins	Biosynthesis_of_siderophore_group_nonribosomal_peptides	Biosynthesis_of_unsaturated_fatty_acids	Bisphenol_degradation	Carbohydrate_digestion_and_absorption	Carbohydrate_metabolism	Cysteine_and_methionine_metabolism	DNA_repair_and_recombination_proteins	Ethylbenzene_degradation	Flavone_and_flavonol_biosynthesis	Glutathione_metabolism	Glycosyltransferases	Glyoxylate_and_dicarboxylate_metabolism	Insulin_signaling_pathway	Lipid_metabolism	Meiosis___yeast	Nitrogen_metabolism	Other_ion_coupled_transporters	Others	Pathways_in_cancer	Pentose_and_glucuronate_interconversions	Peptidoglycan_biosynthesis	Plant_pathogen_interaction	Porphyrin_and_chlorophyll_metabolism	Renal_cell_carcinoma	Retinol_metabolism	Selenocompound_metabolism	Signal_transduction_mechanisms	Sulfur_metabolism	Transcription_factors	Transcription_machinery	Transporters	Vibrio_cholerae_pathogenic_cycle	Zeatin_biosynthesis
OTU100_Prevotellaceae_unclassified	0.0710904083111509	0.0	0.06281841964069015	0.06281841964069015	0.057177187489686566	0.04803844614152614	0.07337993857053428	0.03137858162210944	0.0	0.09666224569908223	0.08281892512568827	0.0501024591238435	0.0	0.03489912202260564	0.11335218546070452	0.10835601340500509	0.0	0.1046973660678169	0.0	0.10351514196186283	0.06281841964069015	0.08770580193070293	0.11115939122004158	0.0	0.08735427425586702	0.0	0.08436793655144541	0.0	0.04582575694955839	0.12157091420026081	0.0705109556862965	0.09439415453435879	0.06405126152203486	0.0	0.0224179415327122	0.03489912202260564	0.038028329520948534
OTU101_Succiniclasticum	0.052035490847039276	0.0	0.04085622069196769	0.034899122022605644	0.05203549084703929	0.03802832952094854	0.06281841964069015	0.043441679147789465	0.0	0.13882289030197748	0.0760566590418971	0.0408562206919677	0.0	0.07123453498380523	0.10553891006856919	0.07744311394459741	0.0	0.05385164807134504	0.0	0.0877058019307029	0.07474743799742894	0.0903554235455878	0.19907478301073	0.0	0.16231498343083994	0.022417941532712187	0.08844815952340063	0.0	0.03489912202260564	0.05509897853769557	0.1936094403292757	0.08448941672459064	0.02731581677625339	0.12456076675817557	0.05010245912384351	0.15912420563984855	0.03137858162210945
OTU102_Prevotella	0.04344167914778948	0.0	0.03802832952094855	0.03802832952094855	0.11914223346434208	0.0408562206919677	0.05870395085642743	0.03489912202260564	0.0	0.04085622069196769	0.022417941532712187	0.05010245912384351	0.0	0.038028329520948534	0.0615192277634837	0.05385164807134504	0.0	0.1299309481303484	0.0	0.06814388999455301	0.15751271824921442	0.0502302391301985	0.0666217797605373	0.0	0.08585915718078574	0.0	0.1109862546351967	0.0	0.015932550136313835	0.04582575694955839	0.048038446141526144	0.03489912202260565	0.0224179415327122	0.03137858162210944	0.0224179415327122	0.04582575694955839	0.02241794153271219
OTU103_Prevotellaceae_unclassified	0.11327298544123054	0.0	0.10683080320216877	0.1040093684143343	0.066332495807108	0.04085622069196769	0.10377490433255417	0.11778946886016158	0.022417941532712198	0.06014938667973861	0.0847923557270559	0.10683080320216876	0.0	0.03802832952094854	0.07883771061734741	0.08786644877604202	0.0	0.09252858186278692	0.0	0.13222940438728212	0.10711843433489389	0.07168306312136456	0.08055894481523196	0.022417941532712198	0.11629978944796514	0.0	0.07752584349916104	0.0	0.10241944927475245	0.05509897853769557	0.058703950856427434	0.07966275068156914	0.05203549084703929	0.04803844614152614	0.05203549084703929	0.043441679147789465	0.0458257569495584
OTU104_Prevotella	0.2152815687562543	0.0	0.06149838438569978	0.0408562206919677	0.03137858162210945	0.03802832952094855	0.10241944927475244	0.03137858162210944	0.0	0.11951826381191864	0.13024631497321743	0.05556239274166913	0.0	0.06281841964069015	0.09303983155837213	0.13657908388126694	0.0	0.13277125113594856	0.0	0.05385164807134504	0.14379472548366676	0.14236104336041747	0.10873397317801335	0.0	0.11806126180276721	0.0408562206919677	0.09204235368456672	0.0	0.022417941532712194	0.05385164807134504	0.03802832952094854	0.052035490847039276	0.040856220691967704	0.11407375032329091	0.057177187489686566	0.0408562206919677	0.058703950856427434
OTU105_Prevotella	0.08834663663732878	0.0	0.10926326710501356	0.10544168396772086	0.0501024591238435	0.038028329520948534	0.13215181634810233	0.12199201318959893	0.0	0.0736589507503401	0.06904105059069326	0.03489912202260565	0.0	0.055562392741669145	0.1018294199592179	0.12464308017654825	0.0	0.13161716044299437	0.0	0.1344599835619772	0.12295506788233138	0.07637626158259733	0.06838803314120884	0.0	0.19697064729912395	0.0	0.08281892512568827	0.0	0.03489912202260564	0.06427106060093633	0.07551532362748704	0.09999999999999999	0.034899122022605644	0.048038446141526144	0.052035490847039276	0.066332495807108	0.058703950856427434
OTU106_Bacteroidetes_unclassified	0.12733964274877096	0.03802832952094854	0.04344167914778948	0.027315816776253388	0.06427106060093632	0.05556239274166913	0.12464308017654825	0.03802832952094855	0.04582575694955839	0.06014938667973861	0.08281892512568828	0.10976665226159514	0.0	0.06904105059069325	0.07797106629697441	0.10741723110591493	0.022417941532712198	0.087354274255867	0.0	0.09843649521261709	0.09870962335856492	0.1102328537745533	0.14036582241615694	0.022417941532712198	0.13977087477689135	0.0	0.08257087088040621	0.0	0.10372547593997514	0.06838803314120884	0.08202563701797827	0.10640994748178821	0.040856220691967704	0.05203549084703927	0.043441679147789465	0.07414469567970386	0.06281841964069014
OTU107_Prevotellaceae_unclassified	0.057177187489686566	0.0	0.05556239274166914	0.050102459123843514	0.052035490847039276	0.04582575694955839	0.048038446141526144	0.02731581677625339	0.0	0.06838803314120882	0.0501024591238435	0.09708574058862106	0.0	0.10977833142875716	0.08879535677396302	0.06281841964069015	0.0	0.08527481968198392	0.0	0.07266007968263713	0.07610721182849685	0.12749057280382012	0.1082613172860594	0.0	0.06405126152203484	0.0	0.12214955104507269	0.0	0.03137858162210945	0.05385164807134504	0.052035490847039255	0.04803844614152615	0.09895608971815577	0.0	0.0408562206919677	0.053851648071345036	0.03137858162210945
OTU108_Saccharofermentans	0.0501024591238435	0.03137858162210945	0.04582575694955839	0.034899122022605644	0.055562392741669145	0.053851648071345036	0.07109040831115089	0.043441679147789465	0.02731581677625339	0.13981672985990606	0.09397217264046433	0.05203549084703927	0.0	0.07637626158259733	0.1233714424837159	0.08971464734767644	0.0	0.05385164807134504	0.0	0.07940483741642068	0.07797106629697441	0.04344167914778948	0.1926535351748953	0.0501024591238435	0.13752389069838197	0.0501024591238435	0.07379806126283975	0.0	0.03489912202260564	0.07294184546961244	0.1936094403292757	0.0501024591238435	0.12337144248371591	0.20048019276803303	0.07294184546961244	0.1956645481036751	0.05556239274166913
OTU109_Bacteroidetes_unclassified	0.13369502224974186	0.0501024591238435	0.10730976011241762	0.0408562206919677	0.04344167914778948	0.0	0.13278090687583524	0.04582575694955839	0.0	0.06522151603455835	0.1483153259020655	0.04085622069196769	0.0	0.11744065604511793	0.06427106060093633	0.08585915718078573	0.0	0.05870395085642743	0.0	0.06522151603455836	0.29339305918764874	0.06904105059069326	0.14152104129141055	0.0	0.08658773525988481	0.03137858162210945	0.08281892512568825	0.0	0.03489912202260564	0.06281841964069014	0.06555483122879578	0.1196040476118104	0.043441679147789465	0.057177187489686566	0.053851648071345036	0.04344167914778948	0.05870395085642743
